Participant_Name_PrimaryOrganization,Participant_Name_SubordinateOrganization,Participant_ID,Org_Level,Type,Sub_Type,City,ZIP_Code,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notifications_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased
Molina Healthcare of California,none identified,DXF001471,Primary,Plans,Health care service plans and disability insurer,Long Beach,90802,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Molina Healthcare of California Inc.,none identified,DXF001433,Primary,Plans,Other plan,Long Beach,90802,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mommy & Me Medical Group Inc,none identified,DXF001452,Primary,Ambulatory Care Settings,Medical group,Riverside,92507-5348,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Mommy & Me Medical Group Inc,"Inland Faculty Specialists, a California Professional Corporation",DXF001992,Sub,Ambulatory Care Settings,Medical group,Riverside,92506,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Mommy & Me Medical Group Inc,Pacific Perinatal Institute,DXF001993,Sub,Ambulatory Care Settings,Medical group,Colton,92324,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Mommy & Me Medical Group Inc,"Valenzuela Medical Group I, Inc.",DXF001996,Sub,Ambulatory Care Settings,Medical group,MORENO VALLEY,92553,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
Mommy & Me Medical Group Inc,Senior’s Choice Medical Group Inc.,DXF001997,Sub,Ambulatory Care Settings,Medical group,FONTANA,92335,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Monarch Health Plan, Inc",none identified,DXF000699,Primary,Plans,Health care service plans and disability insurer,Irvine,92618,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
"Monarch Healthcare, a Medical Group, Inc",none identified,DXF000595,Primary,Ambulatory Care Settings,Medical group,Irvine,92618,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA
"Monica Hannon, MD",none identified,DXF000605,Primary,Ambulatory Care Settings,Physician practice,San Francisco,94118,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Monica Perlman MD Inc,none identified,DXF002131,Primary,Ambulatory Care Settings,Medical group,La Jolla,92037,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mono County Behavioral Heatlh,none identified,DXF000544,Primary,Counties,"Behavioral health plan (SMH plans, Medi-Cal RX and DMC-ODS entities)",Mammoth Lakes,93546,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Monogram Biosciences Inc,none identified,DXF005124,Primary,Community-Based Organizations,Other community-based service provider,Burlington,27216,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Monrovia Memorial Hospital,none identified,DXF003393,Primary,Acute Care Settings,General acute care hospital,Monrovia,91016,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,none identified,DXF001123,Primary,not selected,not selected,Monterey,93942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,Community Hospital of the Monterey Peninsula,DXF001125,Sub,Acute Care Settings,General acute care hospital,Monterey,93942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,Montage Medical Group,DXF001126,Sub,Ambulatory Care Settings,Medical group,Monterey,93940,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,Westland House,DXF001127,Sub,Subacute Care Facility,Skilled nursing facility,Monterey,93942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,Aspire Health Plan,DXF001128,Sub,Plans,Health care service plans and disability insurer,Monterey,93940,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Montage Health,MoGo Urgent Care,DXF001129,Sub,Ambulatory Care Settings,Urgent care,Monterey,93942,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
MONTCLAIR MANOR CARE CENTER,none identified,DXF005346,Primary,Subacute Care Facility,Skilled nursing facility,MONTCLAIR,91763,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Monterey County Regional Fire Protection District,none identified,DXF004410,Primary,Emergency Medical Service Providers,not selected,Salinas,93908,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Monterey Hospitalist Medical Group, Inc",none identified,DXF001484,Primary,Ambulatory Care Settings,Physician practice,Salinas,93912-3738,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Monterey Spine & Joint,none identified,DXF001454,Primary,Ambulatory Care Settings,Physician practice,Monterey,93940,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Moorpark Comprehensive Medical Group,none identified,DXF004626,Primary,Ambulatory Care Settings,Urgent care,Moorpark,93021,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Moreno Valley Physicians Associates, A Medical Corp.",none identified,DXF000106,Primary,Ambulatory Care Settings,Physician practice,MORENO VALLEY,92553,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
Morningside Pediatrics,none identified,DXF005163,Primary,Ambulatory Care Settings,Physician practice,Santa Monica,90405,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Morongo Basin Community Health Center,none identified,DXF004928,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Yucca Valley,92284,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Morongo Basin Healthcare District,none identified,DXF000744,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Yucca Valley,92284,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mount Miguel Covenant Village,none identified,DXF002233,Primary,Community-Based Organizations,Other community-based service provider,Spring Valley,91977,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mountain Manor Senior Residence,none identified,DXF005323,Primary,Subacute Care Facility,Skilled nursing facility,Carmichael,95608,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mountain Valleys Health Centers,none identified,DXF003756,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Bieber,96009,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mountain View Child Care Inc.,none identified,DXF003000,Primary,Acute Care Settings,Other acute care setting,Loma Linda,92354,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mountain View Child Care Inc.,Totally Kids Rehabilitation  Hospital DP/SNF,DXF003031,Sub,Subacute Care Facility,Skilled nursing facility,Loma Linda,92354,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mountain View Healthcare Center,none identified,DXF005198,Primary,Subacute Care Facility,Skilled nursing facility,Mountain View,94040,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"MOUNTAIN VIEW MEDICAL CARE, INC.",none identified,DXF003975,Primary,Ambulatory Care Settings,Physician practice,Los Altos,94022,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA
Mountains Community Hospital,none identified,DXF001052,Primary,Acute Care Settings,General acute care hospital,Lake Arrowhead,92352,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"Mt Rubidouxidence Opco, LLC",none identified,DXF005397,Primary,Subacute Care Facility,Skilled nursing facility,Riverside,92509,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Mt. San Antonio Gardens,none identified,DXF004645,Primary,Subacute Care Facility,Skilled nursing facility,Pomona,91767,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Murrieta Primary Care Clinic, Joanna Ayala MD",none identified,DXF001221,Primary,Ambulatory Care Settings,Physician practice,Murrieta,92563,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Murrieta Primary Care Clinic, Joanna Ayala MD","Riverside Primary Care Clinic, Joanna Ayala MD",DXF001223,Sub,Ambulatory Care Settings,Physician practice,Riverside,92506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
My 1st Clinic,none identified,DXF004033,Primary,Ambulatory Care Settings,Physician practice,Beverly Hills,90211,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"MY Care Management,Inc.",none identified,DXF002755,Primary,Ancillary Care,Other ancillary care provider,Encino,91316,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Najwa Shammas MD,none identified,DXF000674,Primary,Ambulatory Care Settings,Physician practice,Burbank,91506,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Nalu Partners, Inc",none identified,DXF001556,Primary,Ambulatory Care Settings,Physician practice,Aptos,95003,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
napa solano medical group inc,none identified,DXF004448,Primary,Ambulatory Care Settings,Physician practice,Vallejo,94589,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Natasha Phan, MD",none identified,DXF002314,Primary,Ambulatory Care Settings,Physician practice,Dublin,94568,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
National Health Foundation,none identified,DXF003709,Primary,Community-Based Organizations,Other community-based service provider,Los Angeles,90071,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
National Healthcare and Housing Advisors,none identified,DXF003833,Primary,Community-Based Organizations,Other community-based service provider,Santa Ana,92704,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NATIONAL LABS INC,none identified,DXF003883,Primary,Ancillary Care,Clinical laboratory,Hayward,94545,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Navarro Pain Control Group Inc,none identified,DXF001449,Primary,Intermediaries,Other intermediary,ChulaVista,91914,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NCHIIN,none identified,DXF000086,Primary,Intermediaries,Health Information Exchange Intermediary Organization (HIO),Eureka,95501,Yes,OTHER,OTHER,OTHER,NA,NA,NA,NA,NA
Ned H. Chambers MD Inc.,none identified,DXF002097,Primary,Ambulatory Care Settings,Independent practice associations,San Diego,92106-2676,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"NEELA PAREKH, MD, INC.",none identified,DXF003593,Primary,Ambulatory Care Settings,Physician practice,Los Gatos,95032,Yes,Long Health,Long Health,Long Health,NA,NA,NA,NA,NA
NEEMA B MALHOTRA MD,none identified,DXF003612,Primary,Ambulatory Care Settings,Physician practice,San Jose,95124,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Neighborhood Healthcare,none identified,DXF000264,Primary,Ambulatory Care Settings,Federally Qualified Health Center (FQHC),Escondido,92025,No,San Diego Health Connect,San Diego Health Connect,San Diego Health Connect,NA,NA,NA,NA,NA
"Neil B. Mansdorf, DPM",none identified,DXF000636,Primary,Ambulatory Care Settings,Physician practice,Orange,92867,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Nephrology Associates Medical Group,none identified,DXF001056,Primary,Ambulatory Care Settings,Physician practice,Riverside,92505,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"Nephrology Specialists Medical Group, Inc.",none identified,DXF001220,Primary,Ambulatory Care Settings,Physician practice,Orange,92868,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NESS - Nevo Sports and Spine,none identified,DXF001828,Primary,Ambulatory Care Settings,Physician practice,Sherman Oaks,91403,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Network Medical Management,none identified,DXF003300,Primary,Intermediaries,Other intermediary,Monterey Park,91754,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
Neurology Associates of Santa Barbara,none identified,DXF000557,Primary,Ambulatory Care Settings,Physician practice,Santa Barbara,93105,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
nevada county behavioral health department,none identified,DXF002364,Primary,Counties,"Behavioral health plan (SMH plans, Medi-Cal RX and DMC-ODS entities)",Grass Valley,95945,Yes,Carequality,Carequality,NONE SELECTED,NA,NA,NA,NA,NA
"New Age Gastroenterology, Inc",none identified,DXF000997,Primary,Ambulatory Care Settings,Physician practice,Redlands,92375,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc",none identified,DXF003400,Primary,Ambulatory Care Settings,Physician practice,El Monte,91731,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc","Doctor's Managed Emergency Medical Group, Inc",DXF003512,Sub,Emergency Medical Service Providers,not selected,Glendale,91202,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc",Doctors Managed IPA,DXF003513,Sub,Ambulatory Care Settings,Independent practice associations,Ontario,91762,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc",Nagasamudra S Ashok MD Inc,DXF003519,Sub,Ambulatory Care Settings,Physician practice,San Jacinto,92583,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc",Upland-Ontario Medical Clinic,DXF003520,Sub,Ambulatory Care Settings,Physician practice,Ontario,91762,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc","Starlight Hospice, Inc",DXF003522,Sub,Ancillary Care,Other ancillary care provider,Ontario,91762,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
"New Ananda Medical & Urgent Care, Inc",Medical Wellness Clinic,DXF004621,Sub,Ambulatory Care Settings,Physician practice,San Jacinto,92583,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
New era oncology,none identified,DXF000865,Primary,Community-Based Organizations,Other community-based service provider,EL CENTRO,92243,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Genesis Medical Associates, Inc.",none identified,DXF001921,Primary,Ambulatory Care Settings,Medical group,Anaheim,92801,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Genesis Medical Associates, Inc.","Primary and Multi-Specialty Clinics of Anaheim, Inc.",DXF001922,Sub,Ambulatory Care Settings,Medical group,Anaheim,92801,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Genesis Medical Associates, Inc.","Care@Home Solutions CA, Inc.",DXF001924,Sub,Ambulatory Care Settings,Medical group,Los Angeles,90034,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
New Hope Medical Group,none identified,DXF001237,Primary,Community-Based Organizations,Other community-based service provider,Corona,92881,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Life Medical Group, Inc. dba Healthy New Life Medical Corporation",none identified,DXF004824,Primary,Ambulatory Care Settings,Medical group,Cypress,90630-0063,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
New Light Medical Group,none identified,DXF005545,Primary,Acute Care Settings,Other acute care setting,Corona,92882,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA
New Medical,none identified,DXF005453,Primary,Ancillary Care,Other ancillary care provider,BAEKRSFIELD,93313,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
New Sunrise Health Care Inc.,none identified,DXF002946,Primary,Ancillary Care,Other ancillary care provider,Northridge,91324,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Vista Health Services, LLC",none identified,DXF003301,Primary,not selected,not selected,La Crescenta,91214,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Vista Health Services, LLC",New Vista Nursing and Rehabilitation,DXF003307,Sub,Subacute Care Facility,Skilled nursing facility,Sunland,91040,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Vista Health Services, LLC",New Vista Post-Acute Center,DXF003308,Sub,Subacute Care Facility,Skilled nursing facility,Los Angeles,90025,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Vista Health Services, LLC",Foothill Retirement Care Home,DXF003309,Sub,Subacute Care Facility,Assisted living facility,Tujunga,91042,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
"New Vista Health Services, LLC",Rose Garden Residential Care,DXF003310,Sub,Subacute Care Facility,Assisted living facility,Mentone,92359,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,none identified,DXF004713,Primary,Subacute Care Facility,Skilled nursing facility,Los Angeles,90035,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Alexandria Care Center, LLC",DXF004745,Sub,Subacute Care Facility,Skilled nursing facility,Los Angeles,90027,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Alta Care Center, LLC",DXF004746,Sub,Subacute Care Facility,Skilled nursing facility,Garden Grove,92843,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"SunBridge Brittany Rehabilitation Center, LLC",DXF004747,Sub,Subacute Care Facility,Skilled nursing facility,Carmichael,95608,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Anaheim Terrace Care Center, LLC",DXF004748,Sub,Subacute Care Facility,Skilled nursing facility,Anaheim,92804,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Bay Crest Care Center, LLC",DXF004749,Sub,Subacute Care Facility,Skilled nursing facility,Torrance,90503,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Brier Oak on Sunset, LLC",DXF004750,Sub,Subacute Care Facility,Skilled nursing facility,Los Angeles,90027,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"SunBridge Stockton Rehabilitation Center, LLC",DXF004752,Sub,Subacute Care Facility,Skilled nursing facility,Stockton,95209,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Devonshire Care Center, LLC",DXF004753,Sub,Subacute Care Facility,Skilled nursing facility,Hemet,92544,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Fountain View Subacute and Nursing Center, LLC",DXF004754,Sub,Subacute Care Facility,Skilled nursing facility,Los Angeles,90029,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,SunBridge Care Enterprises West LLC,DXF004755,Sub,Subacute Care Facility,Skilled nursing facility,Kingsburg,93631,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Montebello Care Center, LLC",DXF004756,Sub,Subacute Care Facility,Skilled nursing facility,Montebello,90640,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Parkwest Rehabilitation Center, LLC",DXF004757,Sub,Subacute Care Facility,Skilled nursing facility,reseda,91335,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"SunBridge Hallmark Health Services, LLC",DXF004758,Sub,Subacute Care Facility,Skilled nursing facility,Playa Del Rey,90293,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
NewGen Administrative Services,"Rio Hondo Subacute and Nursing Center, LLC",DXF004759,Sub,Subacute Care Facility,Skilled nursing facility,Montebello,90640,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA
